root_id,region,entry_nerve,exit_nerve,flow,super_class,cell_class,cell_type,side
10001,,,,efferent,descending,lt,DNp01,R
10010,,,,efferent,descending,lt,DNp01,L
10026,,,,efferent,descending,xn,DNp18,R
10030,,,,efferent,descending,xl,pIP1,L
10033,LB,,,efferent,descending,xn,DNg56,R
10038,,,,efferent,descending,xl,pIP1,R
10045,,,,efferent,descending,xl,DNg100,L
10048,,,,efferent,descending,xn,DNp18,L
10054,,,,efferent,descending,xn,DNpe013,R
10056,,,,efferent,descending,xl,DNg100,R
10063,,,,efferent,descending,xn,DNp27,R
10065,,,,efferent,descending,xn,DNb05,R
10068,,,,efferent,descending,xn,DNp30,R
10090,,,,efferent,descending,xn,aSP22,L
10091,,,,efferent,descending,lt,DNpe042,L
10104,,,,efferent,descending,xn,aSP22,R
10106,,,,efferent,descending,xn,DNp11,R
10117,PC,,,efferent,descending,lt,DNp02,R
10118,,,,efferent,descending,xn,DNb05,L
10123,,,,efferent,descending,xn,DNg30,L
10124,MX,,,efferent,descending,xl,DNg105,L
10131,MX,,,efferent,descending,xl,DNg74_a,R
10141,,,,efferent,descending,xn,DNg15,L
10143,,,,efferent,descending,xn,DNp30,L
10151,LB,,,efferent,descending,xl,DNge103,R
10160,MX,,,efferent,descending,xl,DNg90,L
10162,,,,efferent,descending,xn,DNp20,L
10163,,,,efferent,descending,fl,DNge036,L
10177,LB,,,efferent,descending,xl,DNg16,L
10192,,,,efferent,descending,xl,DNg75,L
10195,,,,efferent,descending,xn,DNp29,R
10197,PC,,,efferent,descending,lt,DNp02,L
10213,,,,efferent,descending,xl,DNge083,R
10216,LB,,,efferent,descending,xl,DNge037,R
10218,,,,efferent,descending,xl,DNg35,R
10221,LB,,,efferent,descending,xl,DNge037,L
10223,,,,efferent,descending,xn,DNpe056,L
10228,PC,,,efferent,descending,lt,DNp06,L
10234,PC,,,efferent,descending,xn,DNp35,L
10236,MD,,,efferent,descending,xn,DNg99,R
10237,,,,efferent,descending,xn,DNg30,R
10244,,,,efferent,descending,xn,DNp55,L
10245,,,,efferent,descending,xn,DNp36,R
10247,MX,,,efferent,descending,xl,DNg74_a,L
10249,CB,,,efferent,descending,ut,DNp31,L
10259,,,,efferent,descending,xn,DNp11,L
10264,CB,,,efferent,descending,ut,DNp31,R
10274,GNG,,,efferent,descending,xl,DNg108,L
10280,,,,efferent,descending,xn,DNp47,R
10281,GNG,,,efferent,descending,xl,DNg108,R
10283,,,,efferent,descending,lt,DNp103,R
10286,,,,efferent,descending,xn,DNpe053,L
10295,TR,,,efferent,descending,xl,DNg34,L
10296,,,,efferent,descending,xl,DNge054,R
10301,,,,efferent,descending,xl,DNge050,L
10304,LB,,,efferent,descending,xl,DNge041,R
10336,,,,efferent,descending,xn,DNg22,R
10341,,,,efferent,descending,xn,DNp19,L
10342,,,,efferent,descending,xn,DNc02,R
10354,,,,efferent,descending,xn,DNp73,R
10360,,,,efferent,descending,xl,DNa02,R
10361,MX,,,efferent,descending,lt,DNg40,L
10366,,,,efferent,descending,lt,DNp59,R
10377,,,,efferent,descending,xl,DNge054,L
10379,,,,efferent,descending,xn,DNa10,R
10384,PC,,,efferent,descending,xn,DNp63,R
10388,,,,efferent,descending,xn,DNp13,R
10394,MX,,,efferent,descending,xn,DNg98,L
10411,,,,efferent,descending,xn,DNb09,R
10416,,,,efferent,descending,xl,DNde002,L
10417,,,,efferent,descending,lt,DNp103,L
10425,PC,,,efferent,descending,xl,DNp10,L
10433,PC,,,efferent,descending,xl,DNp10,R
10440,LB,,,efferent,descending,xl,DNg16,R
10442,,,,efferent,descending,xl,DNa01,L
10444,,,,efferent,descending,xl,DNge035,L
10446,,,,efferent,descending,xn,DNp73,L
10449,,,,efferent,descending,xl,DNpe025,L
10458,,,,efferent,descending,xn,DNp13,L
10460,,,,efferent,descending,xn,DNa09,R
10464,,,,efferent,descending,xn,DNp08,R
10469,,,,efferent,descending,ut,DNbe001,L
10482,,,,efferent,descending,xl,DNg35,L
10499,,,,efferent,descending,fl,DNge039,R
10504,,,,efferent,descending,xn,DNp62,R
10506,,,,efferent,descending,xl,DNg37,R
10520,MX,,,efferent,descending,xl,DNg74_b,L
10527,,,,efferent,descending,xn,DNpe017,L
10535,,,,efferent,descending,xl,DNg37,L
10536,MX,,,efferent,descending,xn,DNg29,L
10543,,,,efferent,descending,ut,DNa16,R
10544,LB,,,efferent,descending,xl,DNg88,R
10548,LB,,,efferent,descending,xn,DNg80,R
10552,,,,efferent,descending,xn,DNp29,L
10558,PC,,,efferent,descending,xn,DNp35,R
10562,CB,,,efferent,descending,xn,DNp26,L
10575,,,,efferent,descending,xl,DNde002,R
10577,MX,,,efferent,descending,xl,DNg96,R
10578,PC,,,efferent,descending,ad,DNpe034,R
10580,PC,,,efferent,descending,xn,DNp70,L
10581,T2,,,intrinsic,interneuron,BI|premotor_candidate,IN06B012,L
10582,MD,,,efferent,descending,xl,DNge040,L
10584,PC,,,efferent,descending,lt,DNp06,R
10587,,,,efferent,descending,fl,DNge011,L
10589,,,,efferent,descending,xl,DNp43,L
10590,PC,,,efferent,descending,xl,DNpe052,L
10601,,,,efferent,descending,xl,DNpe025,R
10643,,,,efferent,descending,xl,DNge059,R
10649,,,,efferent,descending,xn,DNp38,L
10654,,,,efferent,descending,xn,DNb01,L
10662,,,,efferent,descending,xl,DNge003,L
10664,,,,efferent,descending,ut,DNp33,R
10668,LB,,,efferent,descending,xn,DNge006,R
10672,,,,efferent,descending,xn,DNae009,R
10674,,,,efferent,descending,lt,DNp59,L
10676,GNG,,,efferent,descending,nt,DNg49,L
10680,PC,,,efferent,descending,xn,DNp48,L
10686,LB,,,efferent,descending,xn,DNge132,L
10700,,,,efferent,descending,xn,DNpe001,L
10703,,,,efferent,descending,fl,DNge036,R
10705,,,,efferent,descending,xn,DNc02,L
10706,NA,AN,,efferent,descending,unknown_sensory,DNx01,L
10710,,,,efferent,descending,xn,DNg102,R
10711,,,,efferent,descending,xn,DNb07,L
10712,,,,efferent,descending,xn,DNp36,L
10713,,,,efferent,descending,xn,DNp42,L
10717,,,,efferent,descending,xl,DNg93,R
10724,,,,efferent,descending,xn,DNp62,L
10727,,,,efferent,descending,xl,DNpe002,L
10732,,,,efferent,descending,xn,DNpe056,R
10734,,,,efferent,descending,xl,DNg93,L
10739,MD,,,efferent,descending,xn,DNg24,L
10740,GNG,,,efferent,descending,nt,DNge143,L
10752,,,,efferent,descending,ut,DNp03,L
10759,,,,efferent,descending,xn,DNb01,R
10760,,,,efferent,descending,xl,DNa01,R
10763,,,,efferent,descending,xn,MDN,R
10765,,,,efferent,descending,xn,pMP2,R
10770,PC,,,efferent,descending,xn,DNp23,L
10783,PC,,,efferent,descending,xl,DNp09,L
10800,,,,efferent,descending,xl,DNbe007,L
10805,,,,efferent,descending,ut,DNb02,R
10810,,,,efferent,descending,xn,DNp66,L
10813,,,,efferent,descending,xl,DNp43,R
10822,,,,efferent,descending,xn,DNge047,R
10823,PC,,,efferent,descending,xn,DNp48,R
10833,,,,efferent,descending,xl,DNge062,R
10834,,,,efferent,descending,xn,DNpe013,L
10837,,,,efferent,descending,ut,DNa15,R
10838,,,,efferent,descending,xl,DNde005,R
10842,,,,efferent,descending,xn,CB0429,L
10844,,,,efferent,descending,xn,DNge053,L
10846,MD,,,efferent,descending,xn,DNge107,R
10853,,,,efferent,descending,xl,DNge049,L
10856,MD,,,efferent,descending,xl,DNge129,R
10873,LB,,,efferent,descending,xl,DNg39,R
10884,,,,efferent,descending,ut,DNa15,L
10885,LB,,,efferent,descending,xl,DNg88,L
10888,,,,efferent,descending,xl,DNb06,L
10895,MX,,,efferent,descending,xl,DNg90,R
10923,MX,,,efferent,descending,lt,DNg40,R
10924,,,,efferent,descending,ut,DNa04,R
10930,,,,efferent,descending,xn,pMP2,L
10931,PC,,,efferent,descending,xn,DNpe045,L
10952,MD,,,efferent,descending,xn,DNge107,L
10957,PC,,,efferent,descending,xn,DNp69,R
10959,MX,,,efferent,descending,xn,DNg98,R
10967,MX,,,efferent,descending,xn,DNg70,R
10968,,,,efferent,descending,xl,DNp34,L
10971,,,,efferent,descending,xl,DNa11,L
10975,,,,efferent,descending,it,DNa03,R
10976,,,,efferent,descending,fl,DNge146,R
10979,LB,,,efferent,descending,xl,DNge103,L
10985,,,,efferent,descending,xn,DNbe004,R
10989,,,,efferent,descending,ut,DNp03,R
11002,,,,efferent,descending,ut,DNae002,L
11006,MD,,,efferent,descending,xl,DNge129,L
11020,CB,,,efferent,descending,xn,DNp05,R
11028,,,,efferent,descending,xn,DNb09,L
11036,LB,,,efferent,descending,xn,DNg80,L
11048,,,,efferent,descending,fl,DNge068,R
11057,,,,efferent,descending,xn,DNbe004,L
11063,MD,,,efferent,descending,xl,DNge032,L
11065,,,,efferent,descending,xn,DNp14,R
11066,,,,efferent,descending,xl,DNa13,R
11067,,,,efferent,descending,xl,DNb06,R
11072,,,,efferent,descending,xn,DNp12,L
11074,,,,efferent,descending,xl,DNg13,L
11075,MD,,,efferent,descending,xn,DNg99,L
11078,MX,,,efferent,descending,xl,DNg96,L
11088,,,,efferent,descending,xn,DNp55,R
11097,,,,efferent,descending,xl,DNge067,L
11098,,,,efferent,descending,xn,DNg78,L
11103,MX,,,efferent,descending,xn,DNge141,R
11111,,,,efferent,descending,xl,DNbe003,L
11116,,,,efferent,descending,xn,pIP10,R
11127,,,,efferent,descending,xl,DNge059,L
11131,MX,,,efferent,descending,xn,DNg70,L
11133,PC,,,efferent,descending,xn,DNp70,R
11137,PC,,,efferent,descending,lt,DNp04,R
11158,,,,efferent,descending,xn,DNge026,R
11159,PC,,,efferent,descending,xl,DNp71,R
11160,,,,efferent,descending,xl,DNd02,L
11172,MX,,,efferent,descending,ut,DNg32,R
11173,,,,efferent,descending,xl,DNg103,R
11177,PC,,,efferent,descending,xl,DNp09,R
11179,,,,efferent,descending,fl,DNge051,R
11182,,,,efferent,descending,xn,DNp101,R
11198,,,,efferent,descending,xl,DNg19,R
11201,PC,,,efferent,descending,xl,DNpe007,L
11204,,,,efferent,descending,xn,DNp49,L
11215,,,,efferent,descending,ut,DNp15,R
11222,,,,efferent,descending,xn,DNg111,L
11223,MD,,,efferent,descending,xn,DNg79,L
11232,,,,efferent,descending,xl,DNde003,L
11233,,,,efferent,descending,xl,DNa11,R
11239,NA,AN,,efferent,descending,unknown_sensory,DNx01,R
11241,GNG,,,efferent,descending,nt,DNge143,R
11246,,,,efferent,descending,xn,DNbe006,L
11251,PC,,,efferent,descending,xn,DNpe043,L
11256,MD,,,efferent,descending,xl,DNge040,R
11257,,,,efferent,descending,xn,DNp45,R
11258,,,,efferent,descending,xl,DNd05,L
11259,PC,,,efferent,descending,xn,DNp68,R
11261,,,,efferent,descending,xn,DNp54,L
11270,T2,,,intrinsic,interneuron,BI|premotor_candidate,IN01A020,L
11288,,,,efferent,descending,xn,MDN,L
11290,,,,efferent,descending,xn,DNp66,R
11297,,,,efferent,descending,xl,DNbe003,R
11298,,,,efferent,descending,xn,DNp49,R
11302,,,,efferent,descending,xn,DNg104,R
11304,,,,efferent,descending,xl,DNge042,L
11310,,,,efferent,descending,xl,DNge048,R
11314,,,,efferent,descending,xn,DNae003,R
11332,,,,efferent,descending,xn,MDN,R
11334,PC,,,efferent,descending,xn,DNpe045,R
11352,,,,efferent,descending,fl,DNge027,L
11365,,,,efferent,descending,xl,DNbe007,R
11369,,,,efferent,descending,xn,DNc01,L
11373,,,,efferent,descending,xn,DNp102,R
11374,MD,,,efferent,descending,xn,DNg60,L
11380,,,,efferent,descending,xn,DNp14,L
11392,,,,efferent,descending,wt,DNa08,R
11410,,,,efferent,descending,it,DNpe023,L
11411,MD,,,efferent,descending,xl,DNg31,R
11420,MX,,,efferent,descending,xn,DNge141,L
11421,,,,efferent,descending,xl,DNge048,L
11424,,,,efferent,descending,xn,DNge026,L
11425,,,,efferent,descending,xn,CB0429,R
11427,MD,,,efferent,descending,xl,DNge101,R
11438,,,,efferent,descending,ut,DNp33,L
11458,LB,,,efferent,descending,xl,DNge043,L
11459,,,,efferent,descending,xl,DNpe006,L
11475,,,,efferent,descending,ut,DNg27,L
11479,,,,efferent,descending,xn,DNb04,R
11482,,,,efferent,descending,fl,DNge065,R
11486,,,,efferent,descending,xn,DNd03,L
11491,,,,efferent,descending,xl,DNde005,L
11500,LB,,,efferent,descending,xl,DNge043,R
11502,LB,,,efferent,descending,xn,DNge132,R
11505,,,,efferent,descending,xn,DNp54,R
11513,CB,,,efferent,descending,xn,DNp07,R
11527,,,,efferent,descending,xl,DNg101,L
11554,PC,,,efferent,descending,xn,DNp63,L
11563,,,,efferent,descending,xl,DNae001,R
11573,PC,,,efferent,descending,xn,DNpe021,L
11575,,,,efferent,descending,xl,DNge049,R
11596,,,,efferent,descending,xl,DNpe022,R
11598,MD,,,efferent,descending,xl,DNg31,L
11600,LB,,,efferent,descending,xn,DNge084,R
11610,,,,efferent,descending,xn,DNae007,R
11613,,,,efferent,descending,xn,DNp45,L
11614,,,,efferent,descending,xn,DNpe032,L
11625,,,,efferent,descending,xl,DNae005,R
11632,PC,,,efferent,descending,xl,DNpe052,R
11647,,,,efferent,descending,xl,DNpe006,R
11653,,,,efferent,descending,ut,DNg27,R
11657,,,,efferent,descending,xn,DNpe005,L
11674,PC,,,efferent,descending,xn,DNp68,L
11676,MX,,,efferent,descending,xn,DNg26,L
11687,,,,efferent,descending,xn,DNpe031,R
11693,,,,efferent,descending,xn,DNd03,R
11704,CB,,,efferent,descending,xn,DNp07,L
11706,,,,efferent,descending,xn,DNg111,R
11713,,,,efferent,descending,xl,DNg101,R
11724,PC,,,efferent,descending,xn,DNp64,R
11737,LB,,,efferent,descending,xl,DNge073,R
11739,,,,efferent,descending,xl,DNde007,R
11742,,,,efferent,descending,xn,DNp104,L
11765,MD,,,efferent,descending,xl,DNge142,R
11770,,,,efferent,descending,xn,DNae010,R
11797,LB,,,efferent,descending,xl,DNge041,L
11814,,,,efferent,descending,ut,DNa04,L
11820,,,,efferent,descending,fl,DNge123,L
11821,,,,efferent,descending,xl,DNge075,R
11830,,,,efferent,descending,ut,DNa05,R
11846,,,,efferent,descending,xn,DNp102,L
11859,,,,efferent,descending,xn,DNpe050,L
11872,,,,efferent,descending,ut,DNp22,R
11876,,,,efferent,descending,xn,DNae003,L
11881,LB,,,efferent,descending,xl,DNge023,R
11889,,,,efferent,descending,fl,DNge065,L
11916,,,,efferent,descending,xn,DNbe005,R
11931,,,,efferent,descending,xl,DNd04,R
11944,,,,efferent,descending,xn,DNpe026,L
11948,MD,,,efferent,descending,xl,DNge142,L
11951,,,,efferent,descending,xl,DNg38,R
11955,,,,efferent,descending,xn,DNae010,L
11961,,,,efferent,descending,xn,DNp57,L
11965,,,,efferent,descending,xn,DNge053,R
11970,,,,efferent,descending,xl,DNge042,R
11986,LB,,,efferent,descending,nt,DNge018,L
12000,MX,,,efferent,descending,xn,DNge099,L
12027,,,,efferent,descending,xn,DNp101,L
12030,LB,,,efferent,descending,ut,DNg91,R
12038,,,,efferent,descending,xl,DNg38,L
12039,MD,,,efferent,descending,xn,DNge135,R
12043,,,,efferent,descending,xn,DNg102,R
12044,,,,efferent,descending,xl,DNb08,R
12069,,,,efferent,descending,ut,DNp15,L
12075,,,,efferent,descending,xl,DNb08,R
12085,MX,,,efferent,descending,xn,DNge136,L
12089,,,,efferent,descending,xn,DNde006,R
12092,,,,efferent,descending,fl,DNge027,R
12102,,,,efferent,descending,xn,DNp38,R
12133,,,,efferent,descending,xn,DNbe005,L
12134,PC,,,efferent,descending,ad,DNp58,R
12136,,,,efferent,descending,xn,DNg102,L
12169,LB,,,efferent,descending,xl,DNg87,L
12170,,,,efferent,descending,fl,DNge044,R
12175,MX,,,efferent,descending,xn,DNge099,R
12177,,,,efferent,descending,xn,DNpe050,R
12179,,,,efferent,descending,xn,DNpe031,R
12188,LB,,,efferent,descending,xn,DNg84,R
12189,,,,efferent,descending,xl,DNb08,L
12210,,,,efferent,descending,xn,DNg68,R
12214,LB,,,efferent,descending,xl,DNg109,R
12218,,,,efferent,descending,xn,DNpe031,L
12219,,,,efferent,descending,fl,DNg48,L
12222,,,,efferent,descending,xn,DNpe031,L
12223,,,,efferent,descending,xn,DNpe027,R
12224,,,,efferent,descending,hl,DNg14,R
12238,MX,,,efferent,descending,ut,DNg32,L
12239,,,,efferent,descending,xl,DNbe002,R
12249,,,,efferent,descending,xn,DNg104,L
12256,,,,efferent,descending,fl,DNge056,R
12266,MX,,,efferent,descending,xl,DNg43,R
12299,,,,efferent,descending,xn,DNg68,L
12306,,,,efferent,descending,ut,DNp22,L
12307,MD,,,efferent,descending,xn,DNg59,R
12325,PC,,,efferent,descending,xl,DNp67,L
12348,,,,efferent,descending,xn,MDN,L
12362,,,,efferent,descending,xn,DNpe055,R
12364,,,,efferent,descending,xl,DNge080,R
12374,MX,,,efferent,descending,xn,DNge140,R
12378,LB,,,efferent,descending,xl,DNge007,R
12386,LB,,,efferent,descending,xn,DNg84,L
12389,PC,,,efferent,descending,xn,DNp60,L
12393,MX,,,efferent,descending,fl,DNge001,L
12394,,,,efferent,descending,xn,DNge148,R
12407,MX,,,efferent,descending,xn,DNge136,R
12421,,,,efferent,descending,xn,DNpe055,L
12422,LB,,,efferent,descending,fl,DNge100,L
12435,PC,,,efferent,descending,xl,DNp67,R
12443,,,,efferent,descending,xl,DNbe002,L
12447,LB,,,efferent,descending,xl,DNge124,R
12451,,,,efferent,descending,xl,DNge128,R
12453,LB,,,efferent,descending,xn,DNg50,R
12465,,,,efferent,descending,fl,DNg48,R
12470,,,,efferent,descending,fl,DNge056,L
12480,MX,,,efferent,descending,xn,DNg26,R
12484,,,,efferent,descending,xl,DNge067,R
12485,LB,,,efferent,descending,nt,DNge125,R
12490,,,,efferent,descending,xl,DNd04,L
12492,,,,efferent,descending,xn,DNg78,R
12493,,,,efferent,descending,xl,DNge060,R
12512,LB,,,efferent,descending,ml,DNge010,R
12516,,,,efferent,descending,xn,DNge047,L
12520,MX,,,efferent,descending,fl,DNge028,R
12550,,,,efferent,descending,xl,DNb08,L
12581,,,,efferent,descending,xl,DNge069,L
12583,LB,,,efferent,descending,xl,DNg87,R
12587,,,,efferent,descending,ut,DNge004,R
12590,,,,efferent,descending,xn,DNg22,L
12601,MX,,,efferent,descending,xn,DNge122,R
12610,,,,efferent,descending,xn,DNg102,L
12619,LB,,,efferent,descending,xl,DNge007,L
12620,,,,efferent,descending,xn,DNp44,L
12621,LB,,,efferent,descending,xn,DNg56,L
12622,,,,efferent,descending,fl,DNge022,R
12628,,,,efferent,descending,lt,DNpe042,R
12635,,,,efferent,descending,xl,DNg19,L
12647,LB,,,efferent,descending,nt,DNge125,L
12665,MX,,,efferent,descending,xn,DNg26,L
12670,MD,,,efferent,descending,xn,DNg71,R
12675,,,,efferent,descending,xl,DNg103,L
12687,LB,,,efferent,descending,nt,DNge113,R
12705,,,,efferent,descending,fl,DNge123,R
12707,PC,,,efferent,descending,xn,DNpe043,R
12714,,,,efferent,descending,xn,DNb07,R
12743,MD,,,efferent,descending,xl,DNge101,L
12750,MX,,,efferent,descending,xn,DNge136,R
12752,,,,efferent,descending,xl,DNge080,L
12753,,,,efferent,descending,xl,DNpe003,R
12762,,,,efferent,descending,xn,DNp41,L
12767,,,,efferent,descending,ut,DNb02,L
12771,MD,,,efferent,descending,xn,DNge135,L
12775,MX,,,efferent,descending,xn,DNg26,R
12781,MX,,,efferent,descending,xl,DNge104,R
12787,LB,,,efferent,descending,nt,DNge033,R
12788,,,,efferent,descending,ut,DNae004,R
12794,,,,efferent,descending,xl,DNg44,R
12801,,,,efferent,descending,ut,DNa05,L
12818,,,,efferent,descending,nt,DNge002,R
12821,LB,,,efferent,descending,xl,DNg54,R
12831,CB,,,efferent,descending,xn,DNpe030,L
12843,CB,,,efferent,descending,xl,DNpe049,R
12850,LB,,,efferent,descending,nt,DNge070,L
12860,,,,efferent,descending,xl,DNg44,L
12869,MD,,,efferent,descending,fl,DNge098,L
12874,,,,efferent,descending,xl,DNde001,L
12886,LB,,,efferent,descending,xl,DNg54,L
12894,,,,efferent,descending,fl,DNge011,R
12941,MX,,,efferent,descending,xn,DNge137,R
12944,,,,efferent,descending,xn,DNpe001,R
12982,LB,,,efferent,descending,ut,DNg91,L
12995,,,,efferent,descending,xl,DNde003,R
13006,,,,efferent,descending,fl,DNge076,L
13008,MX,,,efferent,descending,xn,DNge140,L
13022,MX,,,efferent,descending,xn,DNge139,R
13030,LB,,,efferent,descending,xn,DNge006,L
13034,MX,,,efferent,descending,xl,DNg95,R
13045,LB,,,efferent,descending,nt,DNge086,R
13047,LB,,,efferent,descending,xn,DNge133,L
13065,LB,,,efferent,descending,xn,DNge084,L
13092,PC,,,efferent,descending,xn,DNp60,R
13096,LB,,,efferent,descending,nt,DNge018,R
13104,CB,,,efferent,descending,xn,DNpe030,R
13130,MX,,,efferent,descending,xl,DNg105,R
13133,MX,,,efferent,descending,ut,DNge088,L
13135,MX,,,efferent,descending,xn,DNge122,L
13176,LB,,,efferent,descending,fl,DNg85,R
13178,,,,efferent,descending,fl,DNge039,L
13186,MX,,,efferent,descending,fl,DNge028,L
13188,GNG,,,efferent,descending,xn,DNg81,R
13212,,,,efferent,descending,xn,DNp53,L
13218,MX,,,efferent,descending,xl,DNg95,L
13229,,,,efferent,descending,ut,DNg41,R
13245,PC,,,efferent,descending,xn,DNp46,R
13249,PC,,,efferent,descending,ad,DNpe034,L
13254,,,,efferent,descending,xn,"DNp51,DNpe019",L
13268,MX,,,efferent,descending,xl,DNg52,R
13278,,,,efferent,descending,fl,DNge076,R
13295,LB,,,efferent,descending,nt,DNge033,L
13317,,,,efferent,descending,xn,DNg33,L
13348,MX,,,efferent,descending,xn,DNg20,R
13364,,,,efferent,descending,fl,DNge022,L
13366,,,,efferent,descending,xl,DNde001,R
13403,,,,efferent,descending,xn,DNp21,L
13410,,,,efferent,descending,xl,DNa14,R
13442,,,,efferent,descending,xn,DNg33,R
13443,MD,,,efferent,descending,it,DNge096,L
13444,LB,,,efferent,descending,xn,DNg51,L
13445,LB,,,efferent,descending,fl,DNge046,L
13492,MX,,,efferent,descending,fl,DNge019,L
13499,MX,,,efferent,descending,xl,DNge106,R
13507,LB,,,efferent,descending,xn,DNg51,R
13508,,,,efferent,descending,xn,DNg17,R
13509,,,,efferent,descending,wt,DNa08,L
13514,,,,efferent,descending,xl,DNae008,R
13525,MD,,,efferent,descending,it,DNge096,R
13568,,,,efferent,descending,ut,DNg41,L
13570,GNG,,,efferent,descending,xl,DNge063,L
13585,TR,,,efferent,descending,xl,DNg34,R
13586,CB,,,efferent,descending,xl,DNpe049,L
13615,,,,efferent,descending,xn,DNbe006,R
13622,,,,efferent,descending,nt,DNg73,L
13624,,,,efferent,descending,fl,DNg62,L
13625,MX,,,efferent,descending,xn,DNge137,R
13627,LB,,,efferent,descending,xl,DNge082,R
13633,MX,,,efferent,descending,xl,DNg43,L
13638,,,,efferent,descending,nt,DNge002,L
13649,MD,,,efferent,descending,xn,DNg79,R
13652,LB,,,efferent,descending,xl,DNge038,R
13685,LB,,,efferent,descending,xn,DNge008,R
13700,LB,,,efferent,descending,xn,DNg51,L
13743,LB,,,efferent,descending,xn,DNg51,R
13759,LB,,,efferent,descending,ml,DNge010,L
13795,LB,,,efferent,descending,fl,DNge100,R
13803,,,,efferent,descending,fl,DNg61,L
13805,MX,,,efferent,descending,xl,DNg97,L
13815,,,,efferent,descending,xn,DNpe026,R
13826,MX,,,efferent,descending,xn,DNge137,L
13852,,,,efferent,descending,xl,DNge069,R
13854,LB,,,efferent,descending,xn,DNg89,L
13857,MX,,,efferent,descending,xn,DNge139,L
13873,,,,efferent,descending,xl,DNa14,L
13888,LB,,,efferent,descending,ad,DNge172,R
13891,MX,,,efferent,descending,lt,DNg106,R
13922,,,,efferent,descending,ut,DNb02,R
13952,,,,efferent,descending,xl,DNg63,L
13978,MD,,,efferent,descending,xn,DNg79,R
13994,MX,,,efferent,descending,ad,DNge172,R
13996,MX,,,efferent,descending,xl,DNge131,L
14046,MX,,,efferent,descending,xn,DNg42,L
14048,MD,,,efferent,descending,xl,DNg52,L
14067,,,,efferent,descending,xl,DNpe003,L
14096,,,,efferent,descending,xl,DNpe003,R
14098,,,,efferent,descending,fl,DNge044,L
14114,LB,,,efferent,descending,xl,DNg69,R
14141,MX,,,efferent,descending,xn,DNg42,R
14151,,,,efferent,descending,xn,DNp24,R
14152,,,,efferent,descending,xl,DNpe041,R
14154,LB,,,efferent,descending,xn,DNg76,R
14157,,,,efferent,descending,fl,DNge173,R
14213,,,,efferent,descending,xl,DNge060,L
14214,MX,,,efferent,descending,lt,DNg106,L
14234,MD,,,efferent,descending,xl,DNg64,L
14239,,,,efferent,descending,ut,DNae004,L
14247,MD,,,efferent,descending,xl,DNge127,R
14249,,,,efferent,descending,fl,DNge077,L
14264,,,,efferent,descending,xl,DNde003,R
14265,LB,,,efferent,descending,xn,DNge133,R
14271,,,,efferent,descending,xn,DNae006,L
14278,,,,efferent,descending,nt,DNg73,R
14306,LB,,,efferent,descending,xn,DNg89,R
14328,,,,efferent,descending,xn,DNpe040,L
14332,,,,efferent,descending,xn,DNae006,R
14357,LB,,,efferent,descending,ut,DNg05_a,R
14375,,,,efferent,descending,xl,DNpe003,L
14399,,,,efferent,descending,xn,DNpe028,R
14421,MX,,,efferent,descending,xl,DNge131,R
14432,LB,,,efferent,descending,nt,DNge113,R
14446,,,,efferent,descending,xn,DNpe014,R
14501,,,,efferent,descending,xn,DNp28,R
14537,,,,efferent,descending,fl,DNge078,L
14554,MX,,,efferent,descending,xl,DNg72,L
14569,LB,,,efferent,descending,ut,DNg04,R
14686,LB,,,efferent,descending,xn,DNg11,L
14707,ON,ON,,efferent,descending,unknown_sensory,DNx02,R
14793,LB,,,efferent,descending,xl,DNge121,R
14801,LB,,,efferent,descending,xn,DNge111,L
14804,,,,efferent,descending,xl,DNg63,R
14832,,,,efferent,descending,xn,"DNp51,DNpe019",R
14842,LB,,,efferent,descending,xn,DNge184,L
14846,,,,efferent,descending,xn,DNp39,R
14854,MX,,,efferent,descending,xl,DNg72,R
14885,,,,efferent,descending,xn,DNpe040,R
14887,LB,,,efferent,descending,nt,DNge072,R
14936,LB,,,efferent,descending,xl,DNge052,R
14952,LB,,,efferent,descending,nt,DNg09_b,L
14964,LB,,,efferent,descending,nt,DNge113,L
14970,LB,,,efferent,descending,xl,DNge052,L
14989,MD,,,efferent,descending,xl,DNge127,L
15014,LB,,,efferent,descending,xl,DNge121,L
15024,,,,efferent,descending,xn,DNp21,R
15028,,,,efferent,descending,xn,DNp41,R
15047,LB,,,efferent,descending,xn,DNge184,R
15063,LB,,,efferent,descending,xn,DNg50,L
15064,LB,,,efferent,descending,ut,DNg05_a,L
15065,LB,,,efferent,descending,ut,DNge016,R
15072,,,,efferent,descending,ut,DNpe004,L
15148,,,,efferent,descending,fl,DNg62,R
15156,MX,,,efferent,descending,fl,DNge147,R
15201,MX,,,efferent,descending,xl,DNg72,R
15254,,,,efferent,descending,fl,DNge057,R
15286,,,,efferent,descending,fl,DNg47,R
15303,ON,ON,,efferent,descending,unknown_sensory,DNx02,R
15326,LB,,,efferent,descending,xl,DNg109,L
15347,LB,,,efferent,descending,xl,DNge082,L
15394,MX,,,efferent,descending,fl,DNge147,L
15430,ON,ON,,efferent,descending,unknown_sensory,DNx02,L
15442,MX,,,efferent,descending,xn,DNg46,L
15448,MD,,,efferent,descending,ut,DNge097,L
15450,,,,efferent,descending,fl,DNge057,L
15454,,,,efferent,descending,xn,DNg58,R
15457,,,,efferent,descending,ut,DNpe004,R
15483,LB,,,efferent,descending,ut,DNge175,R
