condition,cell_type,side,bin_index,flyvis_node_count,brain_root_count,teacher_raw_mean,teacher_baseline_mean,teacher_signed_delta,teacher_target_value,input_value,student_raw_rate_hz,student_delta_rate_hz
body_right_dark,L2,right,3,180,197,-2.1268749821517203,-2.5900616091158657,0.46318662696414536,0.46318662696414536,47.22008774110988,320.0,320.0
body_right_dark,L3,left,0,181,170,0.17702319929323182,0.08060594666481516,0.09641725262841666,0.09641725262841666,9.829366531393879,240.0,240.0
body_right_dark,L3,right,0,181,182,0.0913269640003924,0.08060594666481516,0.010721017335577246,0.010721017335577246,1.0929663116096517,106.7032967032967,106.7032967032967
body_right_dark,L3,left,1,180,170,0.13268931326852504,0.06836652978357355,0.06432278348495149,0.06432278348495149,6.55745935460036,212.23529411764707,212.23529411764707
body_right_dark,L3,right,1,180,182,0.12195008600182418,0.06836652978357355,0.05358355621825063,0.05358355621825063,5.462636610841421,200.27472527472528,200.27472527472528
body_right_dark,L3,left,2,180,170,0.1226770209795278,0.06703389131645154,0.05564312966307626,0.05564312966307626,5.672602169241392,209.23529411764707,209.23529411764707
body_right_dark,L3,right,2,180,181,0.13058593734296867,0.06703389131645154,0.06355204602651712,0.06355204602651712,6.478885647386123,210.44198895027625,210.44198895027625
body_right_dark,L3,left,3,180,170,0.07590969269060427,0.06557362210522923,0.010336070585375043,0.010336070585375043,1.0537224771333809,108.41176470588235,108.41176470588235
body_right_dark,L3,right,3,180,181,0.1627797384849853,0.06557362210522923,0.09720611637975608,0.09720611637975608,9.909788144164041,240.0,240.0
body_right_dark,L4,left,0,181,165,1.0441351938395869,1.0333863614919436,0.010748832347643233,0.010748832347643233,1.095801944665132,109.87878787878788,109.87878787878788
body_right_dark,L4,right,0,181,185,1.0345733637062227,1.0333863614919436,0.0011870022142790315,0.0011870022142790315,0.12101029141216194,0.8108108108108109,0.8108108108108109
body_right_dark,L4,left,1,180,165,1.0807427880250746,1.0729623470455407,0.007780440979533898,0.007780440979533898,0.7931859089415311,90.3030303030303,90.3030303030303
body_right_dark,L4,right,1,180,185,1.0796954247272676,1.0729623470455407,0.006733077681726929,0.006733077681726929,0.6864112657627857,81.45945945945945,81.45945945945945
body_right_dark,L4,left,2,180,165,1.089166959375143,1.0826257994605435,0.00654115991459947,0.00654115991459947,0.6668459906117439,80.42424242424242,80.42424242424242
body_right_dark,L4,right,2,180,185,1.0906466060214572,1.0826257994605435,0.008020806560913751,0.008020806560913751,0.8176902516447978,90.86486486486487,90.86486486486487
body_right_dark,L4,left,3,180,164,1.0867534960309664,1.0857368134789998,0.00101668255196663,0.00101668255196663,0.10364685963275012,0.0,0.0
body_right_dark,L4,right,3,180,184,1.0969784406324228,1.0857368134789998,0.011241627153423028,0.011241627153423028,1.1460404718864423,110.0,110.0
body_right_dark,L5,left,0,181,206,0.05873840856069997,0.1269335953971546,-0.06819518683645462,-0.06819518683645462,-6.952235920636884,0.0,0.0
body_right_dark,L5,right,0,181,197,0.11881547259039488,0.1269335953971546,-0.00811812280675972,-0.00811812280675972,-0.82761126706271,0.0,0.0
body_right_dark,L5,left,1,180,205,0.06353458105457119,0.10776263186708093,-0.044228050812509745,-0.044228050812509745,-4.508878966720774,0.0,0.0
body_right_dark,L5,right,1,180,197,0.06997943788042499,0.10776263186708093,-0.037783193986655944,-0.037783193986655944,-3.851850704073491,0.0,0.0
body_right_dark,L5,left,2,180,205,0.06981481976367326,0.1070555411486162,-0.03724072138494294,-0.03724072138494294,-3.7965477174179223,0.0,0.0
body_right_dark,L5,right,2,180,196,0.06249994922885283,0.1070555411486162,-0.044555591919763375,-0.044555591919763375,-4.542270517605368,0.0,0.0
body_right_dark,L5,left,3,180,205,0.11412161978854177,0.12056470710473756,-0.006443087316195792,-0.006443087316195792,-0.6568478679716901,0.0,0.0
body_right_dark,L5,right,3,180,196,0.05344520654123496,0.12056470710473756,-0.0671195005635026,-0.0671195005635026,-6.842573859528558,0.0,0.0
body_right_dark,Lawf1,left,0,31,50,-0.6168844008878354,-0.5389958909682689,-0.07788850991956642,-0.07788850991956642,-7.940432772276335,0.0,0.0
body_right_dark,Lawf1,right,0,31,39,-0.5550511258263742,-0.5389958909682689,-0.016055234858105227,-0.016055234858105227,-1.6367691866944603,0.0,0.0
body_right_dark,Lawf1,left,1,31,50,-0.5808962432126845,-0.5240060056169187,-0.056890237595765836,-0.056890237595765836,-5.799740006510589,0.0,0.0
body_right_dark,Lawf1,right,1,31,39,-0.572656617049248,-0.5240060056169187,-0.048650611432329294,-0.048650611432329294,-4.959741941494054,0.0,0.0
body_right_dark,Lawf1,left,2,31,50,-0.5568834688634642,-0.5067974391551557,-0.050086029708308444,-0.050086029708308444,-5.10607729098629,0.0,0.0
body_right_dark,Lawf1,right,2,31,39,-0.5639286536430929,-0.5067974391551557,-0.05713121448793712,-0.05713121448793712,-5.824306669988093,0.0,0.0
body_right_dark,Lawf1,left,3,30,49,-0.34875984480604527,-0.3323924078470251,-0.016367436959020154,-0.016367436959020154,-1.6685969851237592,0.0,0.0
body_right_dark,Lawf1,right,3,30,39,-0.4123909521935275,-0.3323924078470251,-0.07999854434650239,-0.07999854434650239,-8.155542632916571,0.0,0.0
body_right_dark,Lawf2,left,0,31,37,0.5016317678795706,0.5862433975262027,-0.08461162964663205,-0.08461162964663205,-8.625828863020121,0.0,0.0
body_right_dark,Lawf2,right,0,31,42,0.5626690832357253,0.5862433975262027,-0.023574314290477405,-0.023574314290477405,-2.403310295310001,0.0,0.0
body_right_dark,Lawf2,left,1,31,36,0.4399469395077998,0.4960453409341074,-0.05609840142630762,-0.05609840142630762,-5.719015367193022,0.0,0.0
body_right_dark,Lawf2,right,1,31,42,0.43962361369161834,0.4960453409341074,-0.05642172724248906,-0.05642172724248906,-5.751977185432726,0.0,0.0
body_right_dark,Lawf2,left,2,31,36,0.4447253629445068,0.4919173971058861,-0.04719203416137929,-0.04719203416137929,-4.811045621907135,0.0,0.0
body_right_dark,Lawf2,right,2,31,42,0.4288326001335536,0.4919173971058861,-0.06308479697233249,-0.06308479697233249,-6.431251410879427,0.0,0.0
body_right_dark,Lawf2,left,3,30,36,0.5073492615173261,0.5226325447360675,-0.015283283218741395,-0.015283283218741395,-1.558071698423765,0.0,0.0
body_right_dark,Lawf2,right,3,30,42,0.43910610874493916,0.5226325447360675,-0.0835264359911283,-0.0835264359911283,-8.515197560979207,0.0,0.0
body_right_dark,Mi1,left,0,181,197,0.1883871481131289,0.9028754341750513,-0.7144882860619224,-0.7144882860619224,-72.8393213313795,0.0,0.0
body_right_dark,Mi1,right,0,181,199,0.8220125033175418,0.9028754341750513,-0.08086293085750951,-0.08086293085750951,-8.243663499357622,0.0,0.0
body_right_dark,Mi1,left,1,180,197,0.42121154339984057,0.8977115789221393,-0.4765000355222987,-0.4765000355222987,-48.57733832576008,0.0,0.0
body_right_dark,Mi1,right,1,180,198,0.496985978881518,0.8977115789221393,-0.40072560004062124,-0.40072560004062124,-40.85242727763767,0.0,0.0
body_right_dark,Mi1,left,2,180,197,0.49511480763968496,0.8991054839558071,-0.4039906763161222,-0.4039906763161222,-41.185289193839985,0.0,0.0
body_right_dark,Mi1,right,2,180,198,0.4196863735715548,0.8991054839558071,-0.47941911038425233,-0.47941911038425233,-48.874926734146904,0.0,0.0
body_right_dark,Mi1,left,3,180,196,0.827370275836438,0.8991207304100196,-0.07175045457358165,-0.07175045457358165,-7.314681735600516,0.0,0.0
body_right_dark,Mi1,right,3,180,198,0.17839242017103565,0.8991207304100196,-0.720728310238984,-0.720728310238984,-73.47546769656871,0.0,0.0
body_right_dark,Mi10,left,0,181,49,0.9181301362750774,1.309851583937255,-0.39172144766217765,-0.39172144766217765,-39.93448871768581,0.0,0.0
body_right_dark,Mi10,right,0,181,52,1.2700039494926758,1.309851583937255,-0.03984763444457928,-0.03984763444457928,-4.062312435661832,0.0,0.0
body_right_dark,Mi10,left,1,180,49,1.0731100348859197,1.3439513164261976,-0.27084128154027787,-0.27084128154027787,-27.61122263410371,0.0,0.0
body_right_dark,Mi10,right,1,180,52,1.118421386823886,1.3439513164261976,-0.22552992960231166,-0.22552992960231166,-22.991905301471185,0.0,0.0
body_right_dark,Mi10,left,2,180,49,1.1065384893574648,1.331749459852775,-0.22521097049531025,-0.22521097049531025,-22.95938865236767,0.0,0.0
body_right_dark,Mi10,right,2,180,51,1.0566278552843464,1.331749459852775,-0.2751216045684286,-0.2751216045684286,-28.047585035743637,0.0,0.0
body_right_dark,Mi10,left,3,180,48,1.277334674447775,1.314309216580457,-0.03697454213268214,-0.03697454213268214,-3.7694117706635892,0.0,0.0
body_right_dark,Mi10,right,3,180,51,0.9128554577628771,1.314309216580457,-0.40145375881757994,-0.40145375881757994,-40.92666025271904,0.0,0.0
body_right_dark,Mi13,left,0,181,92,0.6463072537881893,0.7043869191194108,-0.05807966533122144,-0.05807966533122144,-5.920997570439073,0.0,0.0
body_right_dark,Mi13,right,0,181,89,0.6988533651301874,0.7043869191194108,-0.005533553989223394,-0.005533553989223394,-0.5641244580049668,0.0,0.0
body_right_dark,Mi13,left,1,180,92,0.6552959309683906,0.6939696797480186,-0.03867374877962804,-0.03867374877962804,-3.9426393257960766,0.0,0.0
body_right_dark,Mi13,right,1,180,88,0.663646963528461,0.6939696797480186,-0.03032271621955762,-0.03032271621955762,-3.0912838089065193,0.0,0.0
body_right_dark,Mi13,left,2,180,92,0.6489091664345727,0.6802149886886278,-0.03130582225405509,-0.03130582225405509,-3.191507672259506,0.0,0.0
body_right_dark,Mi13,right,2,180,88,0.6440488369721505,0.6802149886886278,-0.0361661517164773,-0.0361661517164773,-3.6869994898245317,0.0,0.0
body_right_dark,Mi13,left,3,180,91,0.6389462024801307,0.6437135644050108,-0.004767361924880142,-0.004767361924880142,-0.48601413616350514,0.0,0.0
body_right_dark,Mi13,right,3,180,88,0.592812350930439,0.6437135644050108,-0.05090121347457177,-0.05090121347457177,-5.189182127627142,0.0,0.0
body_right_dark,Mi14,left,0,181,31,0.23508236849505598,0.2970692886358631,-0.061986920140807145,-0.061986920140807145,-6.319327108026937,0.0,0.0
body_right_dark,Mi14,right,0,181,31,0.28966088779785193,0.2970692886358631,-0.007408400838011198,-0.007408400838011198,-0.755257853373388,0.0,0.0
body_right_dark,Mi14,left,1,180,31,0.24494106446703276,0.2846798411467009,-0.03973877667966816,-0.03973877667966816,-4.051214806949848,0.0,0.0
body_right_dark,Mi14,right,1,180,31,0.24870257451095515,0.2846798411467009,-0.03597726663574577,-0.03597726663574577,-3.667743385338985,0.0,0.0
body_right_dark,Mi14,left,2,180,31,0.2560769403146373,0.2897927312594321,-0.03371579094479482,-0.03371579094479482,-3.4371946727152998,0.0,0.0
body_right_dark,Mi14,right,2,180,31,0.24831672665249144,0.2897927312594321,-0.041476004606940675,-0.041476004606940675,-4.228318484769252,0.0,0.0
body_right_dark,Mi14,left,3,180,31,0.2894169762213197,0.2944328193552792,-0.00501584313395953,-0.00501584313395953,-0.5113458357672892,0.0,0.0
body_right_dark,Mi14,right,3,180,31,0.22991054631355737,0.2944328193552792,-0.06452227304172184,-0.06452227304172184,-6.577796544462408,0.0,0.0
body_right_dark,Mi15,left,0,181,125,-0.1830261593982989,0.38539225814956657,-0.5684184175478655,-0.5684184175478655,-57.948062374328316,0.0,0.0
body_right_dark,Mi15,right,0,181,121,0.3254241859128709,0.38539225814956657,-0.059968072236695646,-0.059968072236695646,-6.113513361216237,0.0,0.0
body_right_dark,Mi15,left,1,180,125,-0.07649853089565618,0.3088471113341964,-0.38534564222985257,-0.38534564222985257,-39.284499977924675,0.0,0.0
body_right_dark,Mi15,right,1,180,121,-0.0041984452995368175,0.3088471113341964,-0.31304555663373324,-0.31304555663373324,-31.913785482312125,0.0,0.0
body_right_dark,Mi15,left,2,180,124,-0.00846580876968801,0.31984267519373033,-0.32830848396341833,-0.32830848396341833,-33.46978197646329,0.0,0.0
body_right_dark,Mi15,right,2,180,120,-0.05991661923471838,0.31984267519373033,-0.3797592944284487,-0.3797592944284487,-38.71499339466344,0.0,0.0
body_right_dark,Mi15,left,3,180,124,0.3915672694927909,0.45175836745442616,-0.06019109796163524,-0.06019109796163524,-6.136249972523859,0.0,0.0
body_right_dark,Mi15,right,3,180,120,-0.1178499635722902,0.45175836745442616,-0.5696083310267164,-0.5696083310267164,-58.069369457919954,0.0,0.0
body_right_dark,Mi2,left,0,181,103,1.1656501103007333,1.2628544802412143,-0.09720436994048098,-0.09720436994048098,-9.909610101424885,0.0,0.0
body_right_dark,Mi2,right,0,181,105,1.250544900146637,1.2628544802412143,-0.012309580094577166,-0.012309580094577166,-1.254914149684956,0.0,0.0
body_right_dark,Mi2,left,1,180,103,1.1870173946436908,1.2509396960751877,-0.06392230143149691,-0.06392230143149691,-6.516631755956566,0.0,0.0
body_right_dark,Mi2,right,1,180,105,1.1941004032890001,1.2509396960751877,-0.0568392927861876,-0.0568392927861876,-5.794546379928567,0.0,0.0
body_right_dark,Mi2,left,2,180,102,1.1871682885206407,1.239360985573795,-0.052192697053154324,-0.052192697053154324,-5.320843890611486,0.0,0.0
body_right_dark,Mi2,right,2,180,105,1.1738026585015986,1.239360985573795,-0.06555832707219644,-0.06555832707219644,-6.683418251514257,0.0,0.0
body_right_dark,Mi2,left,3,180,102,1.199959269248777,1.2074919471310244,-0.007532677882247318,-0.007532677882247318,-0.7679274180615967,0.0,0.0
body_right_dark,Mi2,right,3,180,104,1.115471394898163,1.2074919471310244,-0.09202055223286143,-0.09202055223286143,-9.381139906609304,0.0,0.0
body_right_dark,Mi4,left,0,181,191,1.4645199407437477,2.639581972393542,-1.1750620316497942,-1.1750620316497942,-119.79303590741459,0.0,0.0
body_right_dark,Mi4,right,0,181,191,2.506798765555189,2.639581972393542,-0.13278320683835299,-0.13278320683835299,-13.536735113767271,0.0,0.0
body_right_dark,Mi4,left,1,180,191,1.7871276330021728,2.5711297013693386,-0.7840020683671658,-0.7840020683671658,-79.92598296749813,0.0,0.0
body_right_dark,Mi4,right,1,180,191,1.9160552005257665,2.5711297013693386,-0.6550745008435721,-0.6550745008435721,-66.7823153909659,0.0,0.0
body_right_dark,Mi4,left,2,180,191,1.9033245247090236,2.5645718904005155,-0.6612473656914919,-0.6612473656914919,-67.41161512192586,0.0,0.0
body_right_dark,Mi4,right,2,180,191,1.778726141845497,2.5645718904005155,-0.7858457485550185,-0.7858457485550185,-80.1139390421533,0.0,0.0
body_right_dark,Mi4,left,3,180,191,2.4923706609238354,2.6090702023771075,-0.1166995414532721,-0.1166995414532721,-11.897067544649476,0.0,0.0
body_right_dark,Mi4,right,3,180,191,1.4319780389648966,2.6090702023771075,-1.177092163412211,-1.177092163412211,-120.0,0.0,0.0
body_right_dark,Mi9,left,0,181,201,0.7523178629392567,0.1584954691355237,0.593822393803733,0.593822393803733,60.53789964065336,330.0,330.0
body_right_dark,Mi9,right,0,181,192,0.22390810980145415,0.1584954691355237,0.06541264066593044,0.06541264066593044,6.668566085052422,219.94791666666666,219.94791666666666
body_right_dark,Mi9,left,1,180,200,0.5332915441047994,0.13415750244261693,0.39913404166218247,0.39913404166218247,40.69017404772999,310.0,310.0
body_right_dark,Mi9,right,1,180,192,0.4641998065057932,0.13415750244261693,0.33004230406317625,0.33004230406317625,33.646538239428985,310.0,310.0
body_right_dark,Mi9,left,2,180,200,0.4755765332433334,0.1356207767802011,0.33995575646313225,0.33995575646313225,34.65717642475698,310.0,310.0
body_right_dark,Mi9,right,2,180,192,0.5312946809775491,0.1356207767802011,0.39567390419734794,0.39567390419734794,40.337426396622966,310.0,310.0
body_right_dark,Mi9,left,3,180,200,0.1794884836547984,0.11770578901846926,0.06178269463632913,0.06178269463632913,6.298507106586846,216.15,216.15
body_right_dark,Mi9,right,3,180,191,0.7129140282685613,0.11770578901846926,0.595208239250092,0.595208239250092,60.679181231621556,330.0,330.0
body_right_dark,R7,left,0,181,168,0.1425892511300372,0.4320753999054432,-0.289486148775406,-0.289486148775406,-29.511994840189548,0.0,0.0
body_right_dark,R7,right,0,181,168,0.39991027226373144,0.4320753999054432,-0.032165127641711755,-0.032165127641711755,-3.2791105377988363,0.0,0.0
body_right_dark,R7,left,1,180,168,0.23801246313378216,0.4320753999054432,-0.19406293677166103,-0.19406293677166103,-19.783966911386322,0.0,0.0
body_right_dark,R7,right,1,180,168,0.27035628592905897,0.4320753999054432,-0.16171911397638422,-0.16171911397638422,-16.48663909282194,0.0,0.0
body_right_dark,R7,left,2,180,168,0.2674159384022156,0.4320753999054432,-0.16465946150322758,-0.16465946150322758,-16.786396167236884,0.0,0.0
body_right_dark,R7,right,2,180,168,0.23801246313378216,0.4320753999054432,-0.19406293677166103,-0.19406293677166103,-19.783966911386322,0.0,0.0
body_right_dark,R7,left,3,180,168,0.4026719246370097,0.4320753999054432,-0.02940347526843351,-0.02940347526843351,-2.997570744149445,0.0,0.0
body_right_dark,R7,right,3,180,167,0.14098099474795162,0.4320753999054432,-0.2910944051574916,-0.2910944051574916,-29.675950367079487,0.0,0.0
body_right_dark,R8,left,0,181,168,1.2698664260997299,1.777094915509224,-0.507228489409494,-0.507228489409494,-51.709985522878604,0.0,0.0
body_right_dark,R8,right,0,181,164,1.7207361944637245,1.777094915509224,-0.05635872104549944,-0.05635872104549944,-5.745553946986522,0.0,0.0
body_right_dark,R8,left,1,180,168,1.437063965201378,1.777094915509224,-0.340030950307846,-0.340030950307846,-34.66484214681862,0.0,0.0
body_right_dark,R8,right,1,180,164,1.4937357902526855,1.777094915509224,-0.2833591252565384,-0.2833591252565384,-28.88736845568219,0.0,0.0
body_right_dark,R8,left,2,180,167,1.4885838061571122,1.777094915509224,-0.28851110935211177,-0.28851110935211177,-29.412593336694588,0.0,0.0
body_right_dark,R8,right,2,180,163,1.437063965201378,1.777094915509224,-0.340030950307846,-0.340030950307846,-34.66484214681862,0.0,0.0
body_right_dark,R8,left,3,180,167,1.7255750745534897,1.777094915509224,-0.05151984095573425,-0.05151984095573425,-5.252248810124034,0.0,0.0
body_right_dark,R8,right,3,180,163,1.2670484900474548,1.777094915509224,-0.5100464254617691,-0.5100464254617691,-51.99726322022794,0.0,0.0
body_right_dark,T1,left,0,181,162,-0.09942712550931379,-0.3286785634841708,0.229251437974857,0.229251437974857,23.371298707176027,290.0,290.0
body_right_dark,T1,right,0,181,187,-0.3032010543489448,-0.3286785634841708,0.025477509135226006,0.025477509135226006,2.5973336593835357,167.11229946524065,167.11229946524065
body_right_dark,T1,left,1,180,161,-0.18224647893803195,-0.3358265188626117,0.15358003992457978,0.15358003992457978,15.65689192724294,270.0,270.0
body_right_dark,T1,right,1,180,186,-0.20786364844017144,-0.3358265188626117,0.12796287042244028,0.12796287042244028,13.045320432836329,257.7956989247312,257.7956989247312
body_right_dark,T1,left,2,180,161,-0.2063346629548404,-0.3363005723907716,0.1299659094359312,0.1299659094359312,13.249522524303941,260.0,260.0
body_right_dark,T1,right,2,180,186,-0.1826012624363001,-0.3363005723907716,0.1536993099544715,0.1536993099544715,15.669051046156381,270.0,270.0
body_right_dark,T1,left,3,180,161,-0.31416040343465285,-0.3372768853687578,0.023116481934104927,0.023116481934104927,2.3566360547769274,160.8695652173913,160.8695652173913
body_right_dark,T1,right,3,180,186,-0.10722621809691191,-0.3372768853687578,0.23005066727184587,0.23005066727184587,23.452777047292273,290.0,290.0
body_right_dark,T2,left,0,181,185,3.99431299562283,4.8880819525178625,-0.8937689568950327,-0.8937689568950327,-91.11629332107344,0.0,0.0
body_right_dark,T2,right,0,181,179,4.7733254172525355,4.8880819525178625,-0.11475653526532703,-0.11475653526532703,-11.698985567892864,0.0,0.0
body_right_dark,T2,left,1,180,185,4.644444278379281,5.260784925023715,-0.6163406466444332,-0.6163406466444332,-62.83354854978447,0.0,0.0
body_right_dark,T2,right,1,180,179,4.694020771566365,5.260784925023715,-0.56676415345735,-0.56676415345735,-57.779416539250796,0.0,0.0
body_right_dark,T2,left,2,180,184,4.765488848669661,5.256742591493659,-0.49125374282399825,-0.49125374282399825,-50.08142180472208,0.0,0.0
body_right_dark,T2,right,2,180,179,4.587413800673352,5.256742591493659,-0.6693287908203072,-0.6693287908203072,-68.23548520245262,0.0,0.0
body_right_dark,T2,left,3,180,184,4.7711245320737365,4.832435068239769,-0.061310536166032215,-0.061310536166032215,-6.25037237406821,0.0,0.0
body_right_dark,T2,right,3,180,179,3.891177195807298,4.832435068239769,-0.9412578724324709,-0.9412578724324709,-95.95760485268114,0.0,0.0
body_right_dark,T2a,left,0,181,228,0.2151629999125613,0.5265516713879056,-0.3113886714753443,-0.3113886714753443,-31.74487243948776,0.0,0.0
body_right_dark,T2a,right,0,181,218,0.4871988851726261,0.5265516713879056,-0.03935278621527949,-0.03935278621527949,-4.0118645698432065,0.0,0.0
body_right_dark,T2a,left,1,180,228,0.270316357501886,0.48243532615403334,-0.21211896865214735,-0.21211896865214735,-21.624709627213566,0.0,0.0
body_right_dark,T2a,right,1,180,218,0.2902351190342516,0.48243532615403334,-0.19220020711978175,-0.19220020711978175,-19.594068817444775,0.0,0.0
body_right_dark,T2a,left,2,180,227,0.2930443602316599,0.4707161839430531,-0.17767182371139317,-0.17767182371139317,-18.112956239180075,0.0,0.0
body_right_dark,T2a,right,2,180,218,0.24988112518331035,0.4707161839430531,-0.22083505875974274,-0.22083505875974274,-22.513281351180748,0.0,0.0
body_right_dark,T2a,left,3,180,227,0.4665103800051535,0.49271181393414737,-0.026201433928993878,-0.026201433928993878,-2.6711349962307023,0.0,0.0
body_right_dark,T2a,right,3,180,217,0.17508121161437076,0.49271181393414737,-0.3176306023197766,-0.3176306023197766,-32.38121318205166,0.0,0.0
body_right_dark,T3,left,0,181,207,0.3386151132750124,0.7389101442464149,-0.40029503097140245,-0.40029503097140245,-40.80853242393609,0.0,0.0
body_right_dark,T3,right,0,181,198,0.6971540019489846,0.7389101442464149,-0.0417561422974303,-0.0417561422974303,-4.2568774403919845,0.0,0.0
body_right_dark,T3,left,1,180,206,0.40650605675570356,0.681567477972971,-0.27506142121726745,-0.27506142121726745,-28.041449575527505,0.0,0.0
body_right_dark,T3,right,1,180,198,0.45747776517204736,0.681567477972971,-0.22408971280092366,-0.22408971280092366,-22.845080760845953,0.0,0.0
body_right_dark,T3,left,2,180,206,0.43090825371715863,0.6613362108253771,-0.23042795710821845,-0.23042795710821845,-23.491240288975458,0.0,0.0
body_right_dark,T3,right,2,180,197,0.3901365677043537,0.6613362108253771,-0.2711996431210234,-0.2711996431210234,-27.647756213228735,0.0,0.0
body_right_dark,T3,left,3,180,206,0.624262157196386,0.6631882666299741,-0.038926109433588096,-0.038926109433588096,-3.9683665198226006,0.0,0.0
body_right_dark,T3,right,3,180,197,0.2670228094354065,0.6631882666299741,-0.3961654571945676,-0.3961654571945676,-40.38753832625757,0.0,0.0
body_right_dark,T4a,left,0,181,183,-0.3935445333195552,0.11081182281856518,-0.5043563561381204,-0.5043563561381204,-51.41718262835781,0.0,0.0
body_right_dark,T4a,right,0,181,184,0.07205090102645084,0.11081182281856518,-0.038760921792114336,-0.038760921792114336,-3.9515262777472575,0.0,0.0
body_right_dark,T4a,left,1,180,182,-0.22014130416791886,0.1319679812127207,-0.35210928538063957,-0.35210928538063957,-35.89618175962654,0.0,0.0
body_right_dark,T4a,right,1,180,184,-0.1182931906841178,0.1319679812127207,-0.2502611718968385,-0.2502611718968385,-25.51315993861036,0.0,0.0
body_right_dark,T4a,left,2,180,182,-0.1340234433785857,0.1446123797504697,-0.27863582312905544,-0.27863582312905544,-28.405846045699526,0.0,0.0
body_right_dark,T4a,right,2,180,183,-0.18367478398593245,0.1446123797504697,-0.32828716373640215,-0.32828716373640215,-33.46760846166006,0.0,0.0
body_right_dark,T4a,left,3,180,182,0.15784337067331458,0.20623124876947257,-0.048387878096157994,-0.048387878096157994,-4.932957292576537,0.0,0.0
body_right_dark,T4a,right,3,180,183,-0.2584298757833797,0.20623124876947257,-0.4646611245528523,-0.4646611245528523,-47.37040707560609,0.0,0.0
body_right_dark,T4b,left,0,181,189,-0.25933713329530955,0.036158132025469046,-0.2954952653207786,-0.2954952653207786,-30.124601064118835,0.0,0.0
body_right_dark,T4b,right,0,181,188,-0.003109947146874134,0.036158132025469046,-0.03926807917234318,-0.03926807917234318,-4.0032290139638,0.0,0.0
body_right_dark,T4b,left,1,180,189,-0.182045829719209,0.009221258967550562,-0.19126708868675954,-0.19126708868675954,-19.498940997004556,0.0,0.0
body_right_dark,T4b,right,1,180,188,-0.16601036916779574,0.009221258967550562,-0.1752316281353463,-0.1752316281353463,-17.864187724506788,0.0,0.0
body_right_dark,T4b,left,2,180,189,-0.14836499504211437,0.005798915408457914,-0.1541639104505723,-0.1541639104505723,-15.716415272395452,0.0,0.0
body_right_dark,T4b,right,2,180,188,-0.19775314577531794,0.005798915408457914,-0.20355206118377586,-0.20355206118377586,-20.751346497155442,0.0,0.0
body_right_dark,T4b,left,3,180,189,-0.03549218144608959,-0.015629044629208187,-0.019863136816881406,-0.019863136816881406,-2.0249700848539707,0.0,0.0
body_right_dark,T4b,right,3,180,187,-0.31065981875532694,-0.015629044629208187,-0.2950307741261188,-0.2950307741261188,-30.077247980739536,0.0,0.0
body_right_dark,T4c,left,0,181,213,-0.14717440384394137,0.12798923399126208,-0.2751636378352035,-0.2751636378352035,-28.05187016495422,0.0,0.0
body_right_dark,T4c,right,0,181,211,0.07647504467025588,0.12798923399126208,-0.051514189321006196,-0.051514189321006196,-5.2516726477907465,0.0,0.0
body_right_dark,T4c,left,1,180,213,-0.17222556867167846,-0.021992748681643408,-0.15023281999003504,-0.15023281999003504,-15.315655782248994,0.0,0.0
body_right_dark,T4c,right,1,180,211,-0.1937408162985068,-0.021992748681643408,-0.1717480676168634,-0.1717480676168634,-17.50905218354273,0.0,0.0
body_right_dark,T4c,left,2,180,212,-0.16264929164333605,-0.0672975424415199,-0.09535174920181615,-0.09535174920181615,-9.720742572143811,0.0,0.0
body_right_dark,T4c,right,2,180,210,-0.23955023433752812,-0.0672975424415199,-0.17225269189600823,-0.17225269189600823,-17.560496679886874,0.0,0.0
body_right_dark,T4c,left,3,180,212,-0.1096076523065373,-0.10986306136926739,0.000255409062730097,0.000255409062730097,0.02603796752733839,0.0,0.0
body_right_dark,T4c,right,3,180,210,-0.3244643164612676,-0.10986306136926739,-0.21460125509200023,-0.21460125509200023,-21.877769142892316,0.0,0.0
body_right_dark,T4d,left,0,181,201,-0.15980543054862834,-0.2256437747427957,0.06583834419416737,0.06583834419416737,6.711964915642157,218.70646766169153,218.70646766169153
body_right_dark,T4d,right,0,181,194,-0.21832097832239566,-0.2256437747427957,0.007322796420400041,0.007322796420400041,0.7465308136116413,72.73195876288659,72.73195876288659
body_right_dark,T4d,left,1,180,201,-0.16189067150537287,-0.20425514624738653,0.04236447474201366,0.04236447474201366,4.318894583670203,189.40298507462686,189.40298507462686
body_right_dark,T4d,right,1,180,194,-0.1695731449341919,-0.20425514624738653,0.03468200131319463,0.03468200131319463,3.535696088162557,172.7835051546392,172.7835051546392
body_right_dark,T4d,left,2,180,200,-0.1391868261546026,-0.16747288695640034,0.02828606080179774,0.02828606080179774,2.8836546548539506,160.05,160.05
body_right_dark,T4d,right,2,180,194,-0.1258727284099829,-0.16747288695640034,0.04160015854641744,0.04160015854641744,4.240975499402689,187.62886597938143,187.62886597938143
body_right_dark,T4d,left,3,180,200,-0.08439757891723679,-0.08680607807926005,0.0024084991620232643,0.0024084991620232643,0.2455371876786326,1.75,1.75
body_right_dark,T4d,right,3,180,194,-0.03370573949974237,-0.08680607807926005,0.05310033857951768,0.05310033857951768,5.41337443881246,200.0,200.0
body_right_dark,T5a,left,0,181,186,0.3125747284782505,0.09452965777814042,0.2180450707001101,0.2180450707001101,22.228852843743073,280.0,280.0
